,lemma_1,lemma_2,year,genre,source,text,clean_text
822,spring,action,2012,BLOG,...ophers.wordpress.com,"at least latently racist). # in an emergency one would normally spring to action unless ideological obstructions to that action exist -- racism, sexism, homophobia, classism","at least latently racist). # in an emergency one would normally spring to action unless ideological obstructions to that action exist -- racism, sexism, homophobia, classism"
823,spring,action,2011,SPOK,CNN_Situation (1),"Were potential warning signs missed? Plus, a number of heroes sprang to action in a desperate attempt to subdue the shooting suspect. What should you do if","Were potential warning signs missed? Plus, a number of heroes sprang to action in a desperate attempt to subdue the shooting suspect. What should you do if"
824,spring,action,2010,SPOK,ABC_Primetime,code blue? It doesn't take her more than a minute to spring to action and intervene. ELENA-MOORE-1MOTH# Don't do it if you don't want to.,code blue? It doesn't take her more than a minute to spring to action and intervene. ELENA-MOORE-1MOTH# Don't do it if you don't want to.
825,spring,action,2010,FIC,Bk:JaneSlayre,"weapon as I crossed the room. I looked up just as he sprang to action, landing on me with enough force that we rolled several times to the side","weapon as I crossed the room. I looked up just as he sprang to action, landing on me with enough force that we rolled several times to the side"
826,spring,action,2009,FIC,Analog,"was insolent, suspicious the caller was just another reporter, but he sprang to action when he learned it was the Secretary General. The distinguished-looking Indian woman was soon","was insolent, suspicious the caller was just another reporter, but he sprang to action when he learned it was the Secretary General. The distinguished-looking Indian woman was soon"
827,spring,action,2006,MAG,USAToday,strange. Understand that cultural variations may account for diverse grief reactions. Springing to action It is important to take action. Encourage people who are bereaved to become active,strange. Understand that cultural variations may account for diverse grief reactions. Springing to action It is important to take action. Encourage people who are bereaved to become active
828,spring,action,2006,MAG,SatEvenPost,Mr. Jorgensen turned out to be the kind of man who likes to spring to action at the slightest excuse. I had hardly taken my position when I inadvertently shifted,Mr. Jorgensen turned out to be the kind of man who likes to spring to action at the slightest excuse. I had hardly taken my position when I inadvertently shifted
829,spring,action,2005,MAG,Inc.,. # Creswell was just one of hundreds of Acadian Ambulance employees who sprang to action in the wake of the worst natural disaster in U.S. history. But the quick,. # Creswell was just one of hundreds of Acadian Ambulance employees who sprang to action in the wake of the worst natural disaster in U.S. history. But the quick
830,spring,action,2003,MAG,BoysLife,"the hallways up above and in tunnels below the stands. They can spring to action in seconds if someone is injured. "" Everybody's being watched, "" Olsen","the hallways up above and in tunnels below the stands. They can spring to action in seconds if someone is injured. "" Everybody's being watched, "" Olsen"
831,spring,action,2003,MAG,AmerArtist,"contemplated buying a work by the Massachusetts artist Ben Aronson, but only sprang to action -- beating out 12 other collectors -- when the artist produced Rain, Fifth Avenue","contemplated buying a work by the Massachusetts artist Ben Aronson, but only sprang to action -- beating out 12 other collectors -- when the artist produced Rain, Fifth Avenue"
832,spring,action,2002,FIC,HarpersMag,"chest. Except for his boots he was still dressed, ready to spring to action should the need arise. Dead, my former sister-in-law could only be grieved.","chest. Except for his boots he was still dressed, ready to spring to action should the need arise. Dead, my former sister-in-law could only be grieved."
833,spring,action,2001,NEWS,NYTimes,"a man of prayerful piety, Sheik Zafzaf recalled how quickly Al Azhar sprang to action on the Friday after Sept. 11. # "" We circulated the guidance to clerics","a man of prayerful piety, Sheik Zafzaf recalled how quickly Al Azhar sprang to action on the Friday after Sept. 11. # "" We circulated the guidance to clerics"
834,spring,action,2001,NEWS,USAToday,"police officers for generations. Its people know what to do. They sprang to action, some of them trying to use their own garden hoses. # Higgins said","police officers for generations. Its people know what to do. They sprang to action, some of them trying to use their own garden hoses. # Higgins said"
835,spring,action,1997,FIC,GoodHousekeeping,"be, too, if we did not make haste. All hands sprang to action. We corralled our wagons and took our places inside the circle. But we","be, too, if we did not make haste. All hands sprang to action. We corralled our wagons and took our places inside the circle. But we"
836,spring,action,1995,FIC,Mov:EvenCowgirls,"Gotchya! Fred whips araund, finds Mordant standing behind him. He SPRINGS TO ACTION pulling off a lightning quick IRON HAMMER FIST STRIKE, a PALM HEEL BLOCK,","Gotchya! Fred whips araund, finds Mordant standing behind him. He SPRINGS TO ACTION pulling off a lightning quick IRON HAMMER FIST STRIKE, a PALM HEEL BLOCK,"
837,spring,action,1991,SPOK,ABC_Primetime,"several of his operatives, including his girlfriend Magdalena Kopp, the Jackal sprang to action. In February, 1982, he sent this ominous letter to a French government","several of his operatives, including his girlfriend Magdalena Kopp, the Jackal sprang to action. In February, 1982, he sent this ominous letter to a French government"
838,lurch,action,2018,FIC,Analog,"continues to stand by her charge's side, saying nothing, or lurches into action to break the bones of anyone foolish enough to threaten him. # Draiken has","continues to stand by her charge's side, saying nothing, or lurches into action to break the bones of anyone foolish enough to threaten him. # Draiken has"
839,lurch,action,2013,FIC,Bk:CodeWhite,"front of her, Ali tightened her fingers into fists as the crew lurched into action around her. Lights blinked, hand signals waved, and on every side technicians","front of her, Ali tightened her fingers into fists as the crew lurched into action around her. Lights blinked, hand signals waved, and on every side technicians"
840,lurch,action,2013,FIC,FantasySciFi,"pushing and shoving it into an overhead space. Meanwhile, the train lurched into action. It grumbled its way through the train yard, out of the station and","pushing and shoving it into an overhead space. Meanwhile, the train lurched into action. It grumbled its way through the train yard, out of the station and"
841,lurch,action,2012,WEB,cduniverse.com,"s The Nature of the Beast. Opener "" All Over Town "" lurches into action on a lopsided riff before finding its awesome groove, -- a groove they seldom","s The Nature of the Beast. Opener "" All Over Town "" lurches into action on a lopsided riff before finding its awesome groove, -- a groove they seldom"
842,lurch,action,2012,BLOG,...ovlivlifereviews.com,"the split second it took her to check that yes, Neco was lurching into action, Greyston was on his knees with his head forced back by a rapier-thin sword","the split second it took her to check that yes, Neco was lurching into action, Greyston was on his knees with his head forced back by a rapier-thin sword"
